"","text","linenumber","chapter"
"6353","Lydia's character. Excuse me--for I must speak plainly. If you, my dear",6353,41
"6354","father, will not take the trouble of checking her exuberant spirits, and",6354,41
"6355","of teaching her that her present pursuits are not to be the business of",6355,41
"6356","her life, she will soon be beyond the reach of amendment. Her character",6356,41
"6357","will be fixed, and she will, at sixteen, be the most determined flirt",6357,41
"6358","that ever made herself and her family ridiculous. A flirt too, in the",6358,41
"6359","worst and meanest degree of flirtation; without any attraction beyond",6359,41
"6360","youth and a tolerable person; and from the ignorance and emptiness of",6360,41
"6361","her mind, wholly unable to ward off any portion of that universal",6361,41
"6362","contempt which her rage for admiration will excite. In this danger Kitty",6362,41
"6363","is also comprehended. She will follow wherever Lydia leads. Vain,",6363,41
"6364","ignorant, idle, and absolutely uncontrouled! Oh! my dear father, can you",6364,41
"6365","suppose it possible that they will not be censured and despised wherever",6365,41
"6366","they are known, and that their sisters will not be often involved in the",6366,41
"6367","disgrace?""",6367,41
"6368","Mr. Bennet saw that her whole heart was in the subject; and",6368,41
"6369","affectionately taking her hand, said in reply,",6369,41
"6370","""Do not make yourself uneasy, my love. Wherever you and Jane are known,",6370,41
"6371","you must be respected and valued; and you will not appear to less",6371,41
"6372","advantage for having a couple of--or I may say, three very silly",6372,41
"6373","sisters. We shall have no peace at Longbourn if Lydia does not go to",6373,41
"6374","Brighton. Let her go then. Colonel Forster is a sensible man, and will",6374,41
"6375","keep her out of any real mischief; and she is luckily too poor to be an",6375,41
"6376","object of prey to any body. At Brighton she will be of less importance",6376,41
"6377","even as a common flirt than she has been here. The officers will find",6377,41
"6378","women better worth their notice. Let us hope, therefore, that her being",6378,41
"6379","there may teach her her own insignificance. At any rate, she cannot grow",6379,41
"6380","many degrees worse, without authorizing us to lock her up for the rest",6380,41
"6381","of her life.""",6381,41
"6382","With this answer Elizabeth was forced to be content; but her own opinion",6382,41
"6383","continued the same, and she left him disappointed and sorry. It was not",6383,41
"6384","in her nature, however, to increase her vexations, by dwelling on them.",6384,41
"6385","She was confident of having performed her duty, and to fret over",6385,41
"6386","unavoidable evils, or augment them by anxiety, was no part of her",6386,41
"6387","disposition.",6387,41
"6388","Had Lydia and her mother known the substance of her conference with her",6388,41
"6389","father, their indignation would hardly have found expression in their",6389,41
"6390","united volubility. In Lydia's imagination, a visit to Brighton comprised",6390,41
"6391","every possibility of earthly happiness. She saw with the creative eye of",6391,41
"6392","fancy, the streets of that gay bathing place covered with officers. She",6392,41
"6393","saw herself the object of attention, to tens and to scores of them at",6393,41
"6394","present unknown. She saw all the glories of the camp; its tents",6394,41
"6395","stretched forth in beauteous uniformity of lines, crowded with the young",6395,41
"6396","and the gay, and dazzling with scarlet; and to complete the view, she",6396,41
"6397","saw herself seated beneath a tent, tenderly flirting with at least six",6397,41
"6398","officers at once.",6398,41
"6399","Had she known that her sister sought to tear her from such prospects and",6399,41
"6400","such realities as these, what would have been her sensations? They could",6400,41
"6401","have been understood only by her mother, who might have felt nearly the",6401,41
"6402","same. Lydia's going to Brighton was all that consoled her for the",6402,41
"6403","melancholy conviction of her husband's never intending to go there",6403,41
"6404","himself.",6404,41
"6405","But they were entirely ignorant of what had passed; and their raptures",6405,41
"6406","continued with little intermission to the very day of Lydia's leaving",6406,41
"6407","home.",6407,41
"6408","Elizabeth was now to see Mr. Wickham for the last time. Having been",6408,41
"6409","frequently in company with him since her return, agitation was pretty",6409,41
"6410","well over; the agitations of former partiality entirely so. She had even",6410,41
"6411","learnt to detect, in the very gentleness which had first delighted her,",6411,41
"6412","an affectation and a sameness to disgust and weary. In his present",6412,41
"6413","behaviour to herself, moreover, she had a fresh source of displeasure,",6413,41
"6414","for the inclination he soon testified of renewing those attentions which",6414,41
"6415","had marked the early part of their acquaintance, could only serve, after",6415,41
"6416","what had since passed, to provoke her. She lost all concern for him in",6416,41
"6417","finding herself thus selected as the object of such idle and frivolous",6417,41
"6418","gallantry; and while she steadily repressed it, could not but feel the",6418,41
"6419","reproof contained in his believing, that however long, and for whatever",6419,41
"6420","cause, his attentions had been withdrawn, her vanity would be gratified",6420,41
"6421","and her preference secured at any time by their renewal.",6421,41
"6422","On the very last day of the regiment's remaining in Meryton, he dined",6422,41
"6423","with others of the officers at Longbourn; and so little was Elizabeth",6423,41
"6424","disposed to part from him in good humour, that on his making some",6424,41
"6425","enquiry as to the manner in which her time had passed at Hunsford, she",6425,41
"6426","mentioned Colonel Fitzwilliam's and Mr. Darcy's having both spent three",6426,41
"6427","weeks at Rosings, and asked him if he were acquainted with the former.",6427,41
"6428","He looked surprised, displeased, alarmed; but with a moment's",6428,41
"6429","recollection and a returning smile, replied, that he had formerly seen",6429,41
"6430","him often; and after observing that he was a very gentleman-like man,",6430,41
"6431","asked her how she had liked him. Her answer was warmly in his favour.",6431,41
"6432","With an air of indifference he soon afterwards added, ""How long did you",6432,41
"6433","say that he was at Rosings?""",6433,41
"6434","""Nearly three weeks.""",6434,41
"6435","""And you saw him frequently?""",6435,41
"6436","""Yes, almost every day.""",6436,41
"6437","""His manners are very different from his cousin's.""",6437,41
"6438","""Yes, very different. But I think Mr. Darcy improves on acquaintance.""",6438,41
"6439","""Indeed!"" cried Wickham with a look which did not escape her. ""And pray",6439,41
"6440","may I ask?"" but checking himself, he added in a gayer tone, ""Is it in",6440,41
"6441","address that he improves? Has he deigned to add ought of civility to his",6441,41
"6442","ordinary style? for I dare not hope,"" he continued in a lower and more",6442,41
"6443","serious tone, ""that he is improved in essentials.""",6443,41
"6444","""Oh, no!"" said Elizabeth. ""In essentials, I believe, he is very much",6444,41
"6445","what he ever was.""",6445,41
"6446","While she spoke, Wickham looked as if scarcely knowing whether to",6446,41
"6447","rejoice over her words, or to distrust their meaning. There was a",6447,41
"6448","something in her countenance which made him listen with an apprehensive",6448,41
"6449","and anxious attention, while she added,",6449,41
"6450","""When I said that he improved on acquaintance, I did not mean that",6450,41
